CMDLINE python compact_fasta.py --output_fasta test.fasta all_mgfs_optimized.fasta
MEM 0.000000 1687523822.8475
MEM 23.000000 1687523822.9477
MEM 25.000000 1687523823.0480
MEM 28.000000 1687523823.1482
MEM 29.000000 1687523823.2484
MEM 30.000000 1687523823.3487
MEM 32.000000 1687523823.4489
MEM 33.000000 1687523823.5492
MEM 35.000000 1687523823.6495
MEM 36.000000 1687523823.7497
MEM 37.000000 1687523823.8500
MEM 38.000000 1687523823.9502
MEM 41.000000 1687523824.0505
MEM 41.000000 1687523824.1507
MEM 42.000000 1687523824.2509
MEM 44.000000 1687523824.3510
MEM 46.000000 1687523824.4512
MEM 47.000000 1687523824.5514
MEM 47.000000 1687523824.6517
MEM 49.000000 1687523824.7519
MEM 51.000000 1687523824.8522
MEM 52.000000 1687523824.9524
MEM 52.000000 1687523825.0527
MEM 55.000000 1687523825.1529
MEM 56.000000 1687523825.2532
MEM 57.000000 1687523825.3534
MEM 57.000000 1687523825.4536
MEM 60.000000 1687523825.5539
MEM 61.000000 1687523825.6541
MEM 61.000000 1687523825.7543
MEM 63.000000 1687523825.8546
MEM 65.000000 1687523825.9548
MEM 65.000000 1687523826.0550
MEM 66.000000 1687523826.1554
MEM 67.000000 1687523826.2555
MEM 68.000000 1687523826.3557
MEM 69.000000 1687523826.4558
MEM 70.000000 1687523826.5559
MEM 72.000000 1687523826.6561
MEM 72.000000 1687523826.7562
MEM 73.000000 1687523826.8563
MEM 75.000000 1687523826.9565
MEM 75.000000 1687523827.0566
MEM 76.000000 1687523827.1567
MEM 78.000000 1687523827.2568
MEM 79.000000 1687523827.3570
MEM 80.000000 1687523827.4571
MEM 81.000000 1687523827.5572
MEM 82.000000 1687523827.6574
MEM 84.000000 1687523827.7575
MEM 85.000000 1687523827.8576
MEM 85.000000 1687523827.9578
MEM 87.000000 1687523828.0579
MEM 88.000000 1687523828.1581
MEM 89.000000 1687523828.2582
MEM 90.000000 1687523828.3583
MEM 92.000000 1687523828.4585
MEM 92.000000 1687523828.5586
MEM 93.000000 1687523828.6588
MEM 94.000000 1687523828.7589
MEM 94.000000 1687523828.8591
MEM 96.000000 1687523828.9592
MEM 98.000000 1687523829.0594
MEM 99.000000 1687523829.1595
MEM 99.000000 1687523829.2596
MEM 100.000000 1687523829.3598
MEM 101.000000 1687523829.4599
MEM 103.000000 1687523829.5600
MEM 104.000000 1687523829.6601
MEM 105.000000 1687523829.7603
MEM 105.000000 1687523829.8604
MEM 107.000000 1687523829.9605
MEM 109.000000 1687523830.0607
MEM 110.000000 1687523830.1608
MEM 110.000000 1687523830.2609
MEM 111.000000 1687523830.3611
MEM 112.000000 1687523830.4612
MEM 114.000000 1687523830.5613
MEM 115.000000 1687523830.6615
MEM 116.000000 1687523830.7617
MEM 116.000000 1687523830.8621
MEM 117.000000 1687523830.9622
MEM 119.000000 1687523831.0625
MEM 120.000000 1687523831.1627
MEM 121.000000 1687523831.2629
MEM 121.000000 1687523831.3632
MEM 122.000000 1687523831.4635
MEM 122.000000 1687523831.5636
MEM 124.000000 1687523831.6638
MEM 125.000000 1687523831.7640
MEM 125.000000 1687523831.8642
MEM 126.000000 1687523831.9643
MEM 127.000000 1687523832.0645
MEM 129.000000 1687523832.1646
MEM 129.000000 1687523832.2648
MEM 130.000000 1687523832.3649
MEM 131.000000 1687523832.4650
MEM 133.000000 1687523832.5652
MEM 133.000000 1687523832.6653
